trade_id,entry_time,exit_time,direction,entry_price_a,entry_price_b,exit_price_a,exit_price_b,qty_a,qty_b,gross_pnl,fees,slippage_cost,net_pnl,return_pct,duration_bars,exit_reason
173,2025-01-26 02:00:00+00:00,2025-01-27 21:00:00+00:00,LONG_SPREAD,0.35304,37.102,0.32917,33.9,7081.3505551778835,-45.77132351663987,-22.472059851815327,3.2323294698305474,1.6161647349152735,-27.32055405656115,-0.006507670979151117,43,mean_reversion_exit
174,2025-01-31 18:00:00+00:00,2025-02-03 00:00:00+00:00,LONG_SPREAD,0.32619,34.477,0.25464,26.88,7664.2447653208255,-49.256247501649575,-174.1770006886734,2.9895355460000035,1.4947677730000015,-178.66130400767338,-0.04255656678048999,54,stop_z_exit
175,2025-02-08 18:00:00+00:00,2025-02-09 13:00:00+00:00,SHORT_SPREAD,0.2524,24.537,0.24924,24.542,-9904.912836767036,69.21007641987089,31.645574946283595,3.3461847264186644,1.673092363209332,26.626297856655597,0.006342301312237788,19,mean_reversion_exit
176,2025-02-13 22:00:00+00:00,2025-02-17 03:00:00+00:00,SHORT_SPREAD,0.26147,25.337,0.26566,24.998,-9561.326347190883,67.02481134760912,-62.78336844156948,3.365502334630655,1.6827511673153275,-67.83162194351546,-0.016157281315623804,77,mean_reversion_exit
177,2025-02-20 17:00:00+00:00,2025-03-01 02:00:00+00:00,LONG_SPREAD,0.25221,24.783,0.20546,22.231,9912.374608461203,-68.52308619272776,-288.5325969817199,3.1032563445277375,1.5516281722638685,-293.1874814985115,-0.06983634595580471,201,mean_reversion_exit
178,2025-03-02 17:00:00+00:00,2025-03-03 14:00:00+00:00,SHORT_SPREAD,0.231,24.568,0.21285,22.975,-10822.510822510822,69.12274687049707,86.31603566386957,3.235949673214189,1.6179748366070943,81.46211115404829,0.01940402143968489,21,mean_reversion_exit
179,2025-03-08 16:00:00+00:00,2025-03-09 16:00:00+00:00,LONG_SPREAD,0.19274,20.591,0.17055,18.75,12970.841548199647,-82.47329634861697,-135.9896353767461,3.182703591078557,1.5913517955392784,-140.76369076336394,-0.0335294732091626,24,stop_z_exit
180,2025-03-10 18:00:00+00:00,2025-03-11 19:00:00+00:00,LONG_SPREAD,0.15205,16.24,0.16827,17.753,16441.95988161789,-104.56943627551554,108.47503219498722,3.5285269746373777,1.7642634873186887,103.18224173303116,0.02457768896998427,25,mean_reversion_exit
181,2025-03-15 04:00:00+00:00,2025-03-15 23:00:00+00:00,SHORT_SPREAD,0.17453,18.775,0.17586,19.385,-14324.184953876125,90.45047377440065,36.12362301372946,3.3882564980879137,1.6941282490439566,31.04123826659759,0.007393926382541264,19,mean_reversion_exit
182,2025-03-18 08:00:00+00:00,2025-03-19 19:00:00+00:00,LONG_SPREAD,0.16852,19.106,0.17397,19.582,14835.034417279849,-88.88347352215911,38.542404177627674,3.407829904479788,1.7039149522398938,33.43065932090799,0.00796307904393739,35,mean_reversion_exit
